url,category,percentage_score,Strict-Transport-Security,X-Content-Type-Options,X-Frame-Options,Content-Security-Policy,X-XSS-Protection,Referrer-Policy,Permissions-Policy,Cross-Origin-Opener-Policy,Cross-Origin-Embedder-Policy,Cross-Origin-Resource-Policy,Expect-CT
http://www.bioreactors.net/,Science,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.hkbu.edu.hk/,Society,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.wiselaw.net/,Society,85.0,1,1,1,0,1,1,1,1,1,1,0
http://members.tripod.com/iheartalnal/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.irg-wp.com/,Business,55.0,1,1,1,0,1,0,0,0,0,0,0
http://www.nfl.com/teams/profile?team=ne,Sports,40.0,1,1,0,0,1,0,0,0,0,0,0
http://hy5.tripod.com/,News,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.geocities.com/water_moon_magick/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.guardian.co.uk/books/2008/jun/10/asbyatt,Arts,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.onlineathens.com/stories/121599/ath_1215990003.shtml,Society,90.0,1,1,1,1,1,1,1,1,0,1,0
http://avt.inl.gov/energy_storage_lib.shtml,Science,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.deoxy.org/shaover.htm,Recreation,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.medrecresources.com/,Health,40.0,0,1,1,0,1,0,0,0,0,0,0
http://www.cookes.co.nz/,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.newadvent.org/cathen/05286a.htm,Society,15.0,0,0,1,0,0,0,0,0,0,0,0
http://www.kofc2797.org/,Society,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.infoplease.com/spot/01superbowld1.html,Home,45.0,1,1,1,0,0,0,0,0,0,0,0
http://winx-fans.deviantart.com/,Arts,80.0,1,1,1,1,1,1,0,1,0,0,0
http://www.gomustangsports.com/sports/wbkb/index,Sports,65.0,1,1,1,0,1,1,0,0,0,0,0
http://www.geocities.com/timothyawalters/index.html,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://news.google.com/,News,80.0,1,1,1,1,1,0,1,1,0,1,0
http://www.fortress-books.com/,Shopping,55.0,1,1,1,0,0,1,0,0,0,0,0
http://www.godalming.ac.uk/,Reference,65.0,1,1,1,0,1,1,0,0,0,0,0
http://ech.cwru.edu/ech-cgi/article.pl?id=ne,Society,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.geocities.com/heartland/acres/5683/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.aium.org/,Health,75.0,1,1,1,1,1,1,0,0,0,0,0
http://shine.yahoo.com,Society,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.geocities.com/belprocessing/index.htm,Shopping,75.0,1,1,1,1,1,1,0,0,0,0,0
http://futurecam.com/skydive.html,Recreation,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.tuskegee.edu/global/category.asp?c=42243,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/josviolets/,Shopping,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.superkitchens.com/,Home,55.0,1,1,1,1,0,0,0,0,0,0,0
http://www.journals.uchicago.edu/ci/home.html,Reference,60.0,1,0,1,0,0,1,1,1,1,1,0
http://www.fremontartscouncil.org/projects/troll.html,Arts,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.guardian.co.uk/football/2002/may/29/sport.comment,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.undervisningsavisen.dk/wm142567,Kids,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.guardian.co.uk/world/2000/nov/28/israel,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.novinite.com/view_news.php?id=47779,Science,55.0,1,1,1,0,0,1,0,0,0,0,0
http://msinow.com/,Computers,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.agrifinance.ca/,Business,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.levy.org/,Society,45.0,1,1,1,0,0,0,0,0,0,0,0
http://movies.yahoo.com/movie/1809416893/info,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.zackhample.com,Shopping,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.geocities.com/olgadyachkovskaya/dyachkovskaya.html,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.botany.hawaii.edu/faculty/carr/images/bro_arg_m.jpg,Science,0.0,0,0,0,0,0,0,0,0,0,0,0
http://movies.yahoo.com/shop?d=hv&amp;cf=info&amp;id=1808529211&amp;intl=us,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.memorialgroup.co.uk/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.thatsmyhome.com/cheesecake/index.htm,Home,50.0,1,1,0,0,1,1,0,0,0,0,0
http://www.theatrehistory.com/british/dekker001.html,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.epilepsy.com,Health,45.0,0,0,1,0,0,1,1,1,1,1,0
http://sports.yahoo.com/ncaaw/teams/cbl/,Sports,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.psut.edu.jo/,Reference,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/area51/comet/7987/starwars.htm,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.fordham.edu/halsall/ancient/ammianus-history14.html,Arts,85.0,1,1,1,1,1,1,1,0,0,0,1
http://www.ydr.com/,News,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.klartext.de/,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.uni-saarland.de/fak4/fr41/engel/projekt/biografien/windisch-e.htm,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.english-in-chester.co.uk/,Arts,70.0,1,1,1,0,1,1,1,0,0,0,0
http://www.geocities.com/pan_andrew/,Business,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.hull.ac.uk/mathskills/innovations/innov/innov.html,Science,40.0,1,1,0,0,0,1,0,0,0,0,0
http://frenchfood.about.com/,Home,50.0,1,1,0,1,0,1,0,0,0,0,0
http://www.redbrush.org/,Recreation,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.archivesystems.com/aspen360/apedition.asp,Computers,80.0,1,1,1,1,1,1,1,0,0,0,0
http://inthelighturns.com/,Shopping,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.atlus.com/stella_deus/,Games,50.0,0,1,1,1,1,0,0,0,0,0,0
http://www.fordham.edu/halsall/ancient/asbook.html,Society,85.0,1,1,1,1,1,1,1,0,0,0,1
http://en.wikipedia.org/wiki/bernardo_o'higgins,Society,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.ethnologue.com/show_language.asp?code=pao,Science,75.0,1,1,1,0,0,1,1,1,1,1,0
http://www.dekra.de/,Business,85.0,1,1,1,1,1,1,0,0,0,1,1
http://www.geocities.com/t161shoreham/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.silvio-co.com/publish/,Business,85.0,1,1,1,1,0,1,1,1,1,1,0
http://www.colonial.net/alcottweb/neighborhood/ner/alcottba.html,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.4-adhd.com/,Health,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.zweigphoto.com,Business,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.guardian.co.uk/columnists/column/0567346827600.html,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.hankscarpet.com,Shopping,10.0,0,0,0,1,0,0,0,0,0,0,0
http://www.power-analysis.com/,Science,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.skywardmedia.com,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.musclemass.com/,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.simpleuk.com,Computers,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/remembercars/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.wells-spiral.co.uk/,Business,85.0,1,1,1,1,0,1,1,1,1,1,0
http://www.center-for-children.org/,Society,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.gaswim.org/,Sports,55.0,1,1,1,0,1,0,0,0,0,0,0
http://www.summithats.com/,Business,50.0,0,1,1,1,1,0,0,0,0,0,0
http://www.schmidt-gallery.com,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://pastlifereadings.1hwy.com/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://pc.ign.com/objects/873/873059.html,Kids,15.0,1,0,0,0,0,0,0,0,0,0,0
http://www.pahardcore.com/,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://oahumpo.org/,Science,50.0,1,1,0,1,1,0,0,0,0,0,0
http://www.kidshealth.org/teen/diseases_conditions/digestive/cf_diet.html,Kids,10.0,0,0,0,1,0,0,0,0,0,0,0
http://www.geocities.com/timmothy7/,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.ultrasonic-systems.com/,Science,60.0,1,0,1,0,0,1,1,1,1,1,0
http://www.guardian.co.uk/archive/article/04273391023300.html,Arts,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/heartland/prairie/3059/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.geocities.com/gethsemanemail/mountcarmel.html,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://movies.yahoo.com/movie/1809426137/info,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.scu.edu/ecppm/pastoralministries/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://tools.ietf.org/html/rfc181,Computers,70.0,1,1,1,1,0,1,0,1,0,0,0
http://www.tuskegee.edu/global/category.asp?c=42246,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.usatoday.com/sports/basketba/skw/bigsky/skwl04.htm,Sports,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.theperfecttee.com/,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.securemac.com/npf.php,Computers,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.jameco.com/,Computers,45.0,0,0,1,0,0,1,1,1,1,1,0
http://ourbeautifulhome.com/,Home,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.planetebook.com/mainpage.asp?webpageid=219,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://tac-soft.com,Computers,0.0,0,0,0,0,0,0,0,0,0,0,0
http://healthlink.mcw.edu/article/1001717198.html,Health,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.niaintel.com/,Business,65.0,1,1,1,0,1,1,0,0,0,0,0
http://www.liquidmirror.com/alwayswatching.asp,Computers,65.0,1,1,1,0,1,1,0,0,0,0,0
http://groups.yahoo.com/group/4h-ccl/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.cfmidwifery.org/pdf/safety.pdf,Health,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.cs.ubc.ca/~conati/,Computers,30.0,0,1,1,0,0,0,0,0,0,0,0
